date, pm25, pm10, o3, no2, so2, co
2022/12/11, 32, , 10, 18, , 
2022/12/12, 26, , 9, 14, , 1
2022/12/13, 27, , 13, 18, , 1
2022/12/14, 39, , 11, 16, , 1
2022/12/15, 32, , 14, 11, , 3
2022/12/16, 46, , 4, 19, , 1
2022/12/17, 47, , 15, 9, , 1
2022/12/18, 41, 14, 17, 10, , 1
2022/12/19, 31, 8, 18, 17, , 1
2022/12/20, 36, 12, 5, 22, , 2
2022/12/21, 43, 8, 5, 13, , 1
2022/12/22, 27, 9, 5, 14, , 2
2022/12/23, 40, 9, 6, 12, , 2
2022/12/24, 34, 7, 19, 7, , 1
2022/12/25, 22, 10, 18, 19, , 1
2022/12/26, 28, 13, 11, 27, , 1
2022/12/27, 40, 12, 6, 19, , 2
2022/12/28, 43, 14, 17, 19, , 2
2022/12/29, 33, 17, 2, 24, , 4
2022/12/30, 49, 8, 10, 11, , 1
2022/12/31, 33, 7, 12, 9, , 1
2023/1/1, 26, 6, 25, 7, , 
2022/7/1, 29, 25, 52, 12, 2, 1
2022/7/2, 41, 20, 44, 8, , 1
2022/7/3, 42, 28, 50, 10, , 2
2022/7/4, 51, 36, 50, 22, , 2
2022/7/5, 71, 22, 55, 7, , 2
2022/7/6, 67, 26, 56, 11, , 3
2022/7/7, 72, 17, 46, 13, , 3
2022/7/8, 28, 27, 33, 22, , 4
2022/7/9, 48, 33, 55, 22, , 4
2022/7/10, 54, 39, 52, 20, , 3
2022/7/11, 52, 25, 44, 13, , 
2022/7/12, 39, 25, 42, 21, , 
2022/7/13, 36, 28, 45, 23, , 
2022/7/14, 48, 14, 40, 10, , 
2022/7/15, 27, 16, , 9, , 
2022/7/16, 30, 20, , 10, , 
2022/7/17, 33, 15, , 8, , 
2022/7/18, 28, 12, , 7, , 2
2022/7/19, 21, 13, , 8, , 2
2022/7/20, 22, 11, , 6, , 1
2022/7/21, 23, 19, , 7, , 2
2022/7/22, 32, 22, , 10, , 4
2022/7/23, 43, 25, , 8, , 5
2022/7/24, 46, 17, , 6, , 2
2022/7/25, 38, 24, , 8, , 4
2022/7/26, 49, 37, , 13, , 5
2022/7/27, 69, 22, 21, 11, , 3
2022/7/28, 48, 12, 27, 6, , 2
2022/7/29, 20, 13, 32, 7, , 2
2022/7/30, 29, 22, 37, 10, , 4
2022/7/31, 45, 30, 41, 18, , 5
2022/8/1, 51, 38, 37, 22, 1, 7
2022/8/2, 54, 34, 50, 18, 1, 5
2022/8/3, 57, 32, 52, 20, , 4
2022/8/4, 56, 40, 47, 20, , 7
2022/8/5, 69, 46, 56, 20, , 8
2022/8/6, 67, 28, 40, 11, , 4
2022/8/7, 53, 12, 19, 7, , 2
2022/8/8, 30, 11, 22, 8, , 2
2022/8/9, 27, 21, 23, 8, , 2
2022/8/10, 27, 17, 37, 11, , 3
2022/8/11, 39, 27, 44, 12, 1, 5
2022/8/12, 47, 31, 54, 13, 1, 6
2022/8/13, 61, 41, 64, 18, , 8
2022/8/14, 73, 39, 41, 20, , 7
2022/8/15, 70, 35, 38, 20, , 3
2022/8/16, 63, 33, 48, 12, , 3
2022/8/17, 70, 37, 42, 14, 1, 4
2022/8/18, 80, 33, 34, 12, , 2
2022/8/19, 46, 36, 21, 15, , 3
2022/8/20, 57, 49, 34, 18, 1, 4
2022/8/21, 96, 52, 42, 28, 2, 8
2022/8/22, 93, 49, 42, 28, 1, 5
2022/8/23, 85, 45, 51, 30, 1, 9
2022/8/24, 69, 49, 51, 30, 1, 12
2022/8/25, 92, 46, 51, 29, 1, 10
2022/8/26, 103, 54, 52, 34, 1, 10
2022/8/27, 133, 54, 16, 31, 1, 10
2022/8/28, 164, 51, 39, 25, 1, 5
2022/8/29, 132, 30, 41, 13, , 3
2022/8/30, 90, 11, 21, 9, , 2
2022/8/31, 65, 9, 18, 8, , 3
2022/9/3, 44, 9, 22, 8, , 2
2022/9/4, 30, 9, 9, 7, , 3
2022/9/5, 30, 9, 18, 8, , 2
2022/9/6, 25, 10, 17, 8, , 3
2022/9/7, 28, 10, 10, 9, , 3
2022/9/8, 30, 21, 18, 12, , 7
2022/9/9, 43, 35, 22, 15, 1, 12
2022/9/10, 75, 36, 25, 19, 1, 10
2022/9/11, 89, 23, 13, 20, , 4
2022/9/12, 65, 20, 18, 16, , 3
2022/9/13, 60, 15, 14, 14, , 5
2022/9/14, 52, 11, 2, 10, , 4
2022/9/15, 40, 17, 10, 16, , 5
2022/9/16, 47, 13, 23, 9, , 2
2022/9/17, 31, 17, 11, 11, , 3
2022/9/18, 40, 6, 18, 8, , 2
2022/9/19, 18, 10, 16, 7, , 2
2022/9/20, 32, 14, 10, 10, 1, 6
2022/9/21, 46, 21, 7, 16, , 3
2022/9/24, 13, 7, 2, 10, , 2
2022/9/25, 24, 14, 2, 10, 4, 3
2022/9/26, 29, 22, 4, 16, , 1
2022/9/27, 35, 12, 9, 11, , 
2022/9/28, 24, 21, 5, 15, , 2
2022/9/29, 41, 26, 6, 20, , 3
2022/9/30, 54, 13, 2, 16, , 4
2022/5/29, 24, 33, 16, 11, , 1
2022/5/30, 38, 40, 21, 22, , 1
2022/5/31, 58, , 43, 15, , 1
2022/6/1, 54, , 46, 12, , 2
2022/6/2, 47, , 37, 10, , 3
2022/6/3, 36, , 43, 7, , 
2022/6/4, 29, 18, 40, 9, , 1
2022/6/5, 54, 22, 42, 7, , 1
2022/6/6, 46, 25, 44, 10, , 2
2022/6/7, 39, 32, 63, 14, 1, 2
2022/6/8, 52, 38, 22, , , 
2022/6/9, 99, 27, 48, 7, , 2
2022/6/10, 55, 34, 33, 13, , 3
2022/6/11, 59, 26, 50, 11, , 3
2022/6/12, 52, 29, 36, 15, , 1
2022/6/13, 51, 27, 44, 12, , 1
2022/6/14, 60, 14, 29, 7, , 1
2022/6/15, 19, 18, 29, 7, , 1
2022/6/16, 26, 17, 26, 10, , 1
2022/6/17, 38, 17, 31, 8, , 1
2022/6/18, 36, 18, 39, 8, , 1
2022/6/19, 39, 16, 33, 6, , 1
2022/6/22, 35, 21, 35, 8, , 
2022/6/23, 28, 26, 43, 11, , 
2022/6/24, 38, 31, 47, 10, , 
2022/6/25, 48, 32, 62, 9, , 2
2022/6/26, 53, 32, 50, 8, , 2
2022/6/27, 63, 27, 40, 9, , 
2022/6/28, 38, 22, 51, 11, , 1
2022/6/29, 27, 24, 41, 12, , 1
2022/6/30, 33, 22, 41, 11, , 1
2022/1/3, 33, 18, 3, 24, , 3
2022/1/4, 58, 15, 4, 23, , 2
2022/1/5, 51, 9, 16, 13, , 2
2022/1/6, 27, 6, 30, 6, , 1
2022/1/7, 19, 9, 26, 7, , 1
2022/1/8, 29, 11, 20, 16, , 1
2022/1/9, 36, 12, 15, 17, , 1
2022/1/10, 42, 9, 23, 6, , 1
2022/1/11, 36, 8, 27, 7, , 1
2022/1/12, 28, 10, 12, 15, , 1
2022/1/13, 33, 5, 37, 7, , 1
2022/1/14, 13, 7, 36, 6, , 1
2022/1/15, 22, 7, 31, 7, , 1
2022/1/16, 19, 10, 32, 10, , 1
2022/1/17, 30, 10, 28, 9, , 2
2022/1/18, 34, 9, 25, 10, , 1
2022/1/19, 26, 9, 22, 9, , 1
2022/1/20, 34, 21, 18, 20, 1, 2
2022/1/21, 67, 20, 7, 27, 1, 3
2022/1/22, 61, 18, 17, 13, 1, 2
2022/1/23, 58, 11, 6, 11, , 1
2022/1/24, 45, 9, 10, 12, , 3
2022/1/25, 35, 11, 22, 12, , 1
2022/1/26, 35, 8, 26, 12, , 2
2022/1/27, 22, 13, 24, 20, , 1
2022/1/28, 46, 27, 2, 27, 1, 3
2022/1/29, 78, 7, 26, 13, , 1
2022/1/30, 23, 17, 24, 25, , 3
2022/1/31, 55, 12, 20, 14, , 2
2022/2/1, 41, 12, 23, 12, , 1
2022/2/2, 31, 21, 8, 27, 1, 3
2022/2/3, 56, 23, 8, 27, 1, 3
2022/2/4, 67, 15, 9, 20, , 2
2022/2/5, 50, 16, 8, 27, , 3
2022/2/6, 53, 14, 18, 24, , 2
2022/2/7, 46, 9, 27, 12, , 1
2022/2/8, 23, 8, 26, 11, , 1
2022/2/9, 21, 8, 23, 10, 1, 1
2022/2/10, 23, 10, 31, 11, , 1
2022/2/11, 25, 11, 35, 7, , 2
2022/2/12, 25, 9, 39, 8, , 
2022/2/13, 27, 12, 34, 10, , 
2022/2/14, 39, 16, 34, 13, , 2
2022/2/15, 54, 17, 28, 11, , 1
2022/2/16, 50, 13, 34, 11, , 1
2022/2/17, 49, 9, 29, 11, , 1
2022/2/18, 29, 6, 30, 9, , 
2022/2/19, 19, 7, 35, 7, , 1
2022/2/20, 22, 8, 31, 8, , 1
2022/2/21, 25, , , , , 
2022/2/23, 28, 12, 28, 11, , 1
2022/2/24, 30, 13, 31, 15, , 2
2022/2/25, 36, 12, 27, 10, , 1
2022/2/26, 31, 13, 38, 7, , 1
2022/2/27, 28, 18, 29, 13, , 1
2022/2/28, 30, , , , , 
2021/10/1, 42, 43, 1, 13, , 5
2021/10/2, 66, 48, 1, 15, , 4
2021/10/3, 73, , , 16, , 3
2021/10/4, 66, , , 17, , 2
2021/10/5, 56, , , 17, , 2
2021/10/6, 48, , , 18, , 3
2021/10/7, 61, , , 13, , 4
2021/10/8, 71, , , 11, , 3
2021/10/9, 73, , , 11, , 2
2021/10/10, 64, , , 15, , 3
2021/10/11, 61, , , 23, , 3
2021/10/12, 71, , , 23, , 2
2021/10/13, 74, , , 17, , 2
2021/10/14, 71, , , 8, , 1
2021/10/15, 25, , , 7, , 1
2021/10/16, 44, , , 7, , 1
2021/10/17, 37, , , 6, , 1
2021/10/18, 21, , , 5, , 1
2021/10/19, 19, , , 7, , 1
2021/10/20, 40, , , 8, , 1
2021/10/21, 60, , , 7, , 1
2021/10/22, 39, , , 7, , 1
2021/10/23, 32, , , 5, , 1
