date, pm25, pm10, o3, no2, so2, co
2021/11/5, 58, 12, 15, , , 1
2021/11/6, 33, 10, 21, , , 1
2021/11/7, 30, 11, 16, , , 1
2021/11/8, 42, 15, 18, , , 1
2021/11/9, 37, 23, 18, , , 1
2021/11/10, 39, 14, 15, , , 1
2021/11/11, 44, 13, 11, , , 2
2021/11/12, 46, 10, 13, , , 1
2021/11/13, 34, 16, 9, , , 1
2021/11/14, 35, 12, 17, , , 1
2021/11/15, 34, 16, 13, , , 1
2021/11/16, 32, 18, 12, , , 2
2021/11/17, 42, 24, 12, , , 2
2021/11/18, 61, 14, 6, , , 2
2021/11/19, 53, 7, 11, , , 2
2021/11/20, 23, 10, 18, , , 1
2021/11/21, 31, 11, 17, , , 1
2021/11/22, 34, 18, 10, , , 2
2021/11/23, 43, 18, 8, , , 2
2021/11/24, 39, 9, 14, , , 1
2021/11/25, 33, 17, 16, , , 1
2021/11/26, 52, 18, 9, , , 2
2021/11/27, 52, 11, 12, , , 2
2021/11/28, 45, 17, 4, , , 2
2021/11/29, 50, 14, 11, 7, , 1
2021/11/30, 25, 11, 20, 11, , 1
2021/12/1, 34, 10, 17, 16, , 2
2021/12/2, 38, 14, 7, 17, , 2
2021/12/3, 53, 8, 17, 11, , 1
2021/12/4, 33, 15, 9, 24, , 2
2021/12/5, 55, 20, 11, 19, , 2
2021/12/6, 60, 13, 7, 21, , 3
2021/12/7, 48, 15, 1, 17, , 2
2021/12/8, 56, 14, 5, 21, , 3
2021/12/9, 53, 17, 2, 26, 1, 4
2021/12/10, 62, 16, 1, 22, , 3
2021/12/11, 59, 21, 5, 17, , 2
2021/12/12, 68, 20, 4, 19, , 3
2021/12/13, 65, 23, , 23, , 4
2021/12/14, 66, 13, 1, 22, , 3
2021/12/15, 39, 4, 13, 15, , 2
2021/12/16, 14, 8, 4, 19, , 2
2021/12/17, 29, 8, 11, 18, , 2
2021/12/18, 25, 6, 12, 16, , 1
2021/12/19, 20, 11, 6, 12, , 2
2021/12/20, 37, 12, 5, 22, , 2
2021/12/21, 43, 15, 1, 27, , 3
2021/12/22, 51, 10, 8, 23, , 2
2021/12/23, 37, 12, 14, 15, , 2
2021/12/24, 42, 16, 19, 13, , 2
2021/12/25, 51, 9, 17, 11, , 1
