date, pm25, pm10, o3, no2, so2, co
2021/10/1, 43, 25, , 23, 1, 5
2021/10/2, 50, 28, , 20, 1, 6
2021/10/3, 59, 30, , 21, 1, 5
2021/10/4, 61, 16, , 17, 1, 2
2021/10/5, 33, 17, , 22, 1, 3
2021/10/6, 31, 34, , 30, 2, 7
2021/10/7, 62, 45, , 37, 2, 12
2021/10/8, 82, 41, , 35, 1, 11
2021/10/9, 66, 34, , 32, 1, 8
2021/10/10, 57, 33, , 36, 1, 9
2021/10/11, 57, 30, , 35, 2, 4
2021/10/12, 56, 26, , 25, 1, 3
2021/10/13, 59, 25, , 20, 1, 3
2021/10/14, 52, 6, , 16, 1, 2
2021/10/15, 17, 12, , 17, 1, 2
2021/10/16, 28, 9, , 16, 1, 2
2021/10/17, 20, 5, , 16, , 2
2021/10/18, 9, 5, , 16, , 2
2021/10/19, 8, 4, , 14, , 2
2021/10/20, 7, 12, , 15, , 2
2021/10/21, 35, 13, , 12, , 1
2021/10/22, 27, 9, , 13, 1, 1
2021/10/23, 14, 4, , 10, 1, 1
2021/10/24, 7, 11, , 20, , 2
2021/10/25, 18, 13, , 19, 1, 2
2021/10/26, 24, 19, , 20, 1, 2
2021/10/27, 44, 7, , 15, 1, 2
2021/10/28, 17, 10, , 20, 1, 2
2021/10/29, 17, 11, , 13, , 1
2021/10/30, 26, 15, , 16, , 2
2021/10/31, 39, 34, , 25, 1, 7
2021/11/1, 67, 36, , 22, 1, 7
2021/11/2, 79, 15, , 13, , 1
2021/11/3, 52, 14, , 16, , 2
2021/11/4, 36, 14, , 16, 1, 2
2021/11/5, 45, 7, , 10, 1, 1
2021/11/6, 11, 5, , 10, 1, 1
2021/11/7, 10, 7, , 14, 1, 1
2021/11/8, 24, 9, , 10, 1, 1
2021/11/9, 18, 17, , 18, 1, 2
2021/11/10, 21, 9, , 18, 1, 2
2021/11/11, 30, 9, , 18, 1, 2
2021/11/12, 32, 6, , 15, 1, 2
2021/11/13, 14, 11, , 18, 1, 2
2021/11/14, 15, 10, , 14, 1, 2
2021/11/15, 13, 17, , 18, 1, 2
2021/11/16, 18, 19, , 21, 1, 2
2021/11/17, 24, 21, , 15, 1, 2
2021/11/18, 49, 10, , 17, 1, 2
2021/11/19, 38, 5, , 13, 1, 2
2021/11/20, 16, 7, , 17, 1, 2
2021/11/21, 13, 10, , 15, 1, 1
2021/11/22, 14, 15, , 23, 1, 2
2021/11/23, 22, 13, , 20, 1, 2
2021/11/24, 18, 6, , 20, , 2
2021/11/25, 17, 15, , 13, 1, 1
2021/11/26, 36, 15, , 16, 1, 2
2021/11/27, 36, 9, , 13, 1, 2
2021/11/28, 30, 13, , 17, 1, 2
2021/11/29, 38, 5, , 9, 1, 1
2021/11/30, 13, 5, , 16, 1, 1
2021/12/1, 15, 6, , 21, 1, 2
2021/12/2, 19, 12, , 18, 1, 2
2021/12/3, 39, 5, , 15, 1, 1
2021/12/4, 13, 12, , 26, 1, 2
2021/12/5, 42, 17, , 19, 1, 2
2021/12/6, 46, 9, , 17, 1, 3
2021/12/7, 28, 10, , 16, , 2
2021/12/8, 36, 10, , 21, 1, 3
2021/12/9, 34, 17, , 24, 2, 3
2021/12/10, 55, 12, , 21, 1, 3
2021/12/11, 44, 17, , 17, 1, 2
2021/12/12, 55, 19, , 17, 1, 3
2021/12/13, 61, 20, , 20, 1, 3
2021/12/14, 57, 14, , 22, 1, 3
2021/12/15, 38, 4, , 18, 1, 2
2021/12/16, 11, 4, , 22, , 2
2021/12/17, 10, 1, , 19, , 2
2021/12/19, 8, 4, , 12, , 2
2021/12/20, 11, 4, , 18, 1, 2
2021/12/21, 13, 10, , 26, 1, 3
2021/12/22, 28, 4, , 28, , 2
2021/12/23, 12, 3, , 19, 1, 2
2021/12/24, 11, 5, , 18, 1, 2
2021/12/25, 15, 5, , 15, 1, 1
2021/12/26, 17, 8, , 20, 1, 2
2021/12/27, 29, 11, , 28, 1, 4
2021/12/28, 34, 26, , 29, 1, 4
2021/12/29, 77, 14, , 27, 1, 4
2021/12/30, 48, 11, , 22, 1, 2
2021/12/31, 42, 13, , 13, 1, 2
2022/1/1, 39, 2, , 10, 1, 1
2022/1/2, 7, 5, , 18, 1, 2
2021/7/1, 20, 7, , 12, , 1
2021/7/2, 9, 9, , 10, , 1
2021/7/3, 14, 12, , 11, , 2
2021/7/4, 24, 15, , 10, 1, 1
2021/7/5, 22, 21, , 20, , 3
2021/7/6, 39, 23, , 24, , 3
