date, pm25, pm10, o3, no2, so2, co
2022/1/19, 18, 7, , 12, , 3
2022/1/20, 24, 14, , 19, , 3
2022/1/21, 53, 13, , 20, , 2
2022/1/22, 44, 22, , 24, , 4
2022/1/23, 63, 15, , 29, , 4
2022/1/24, 51, 6, , 16, , 3
2022/1/25, 25, 10, , 28, , 4
2022/1/26, 33, 6, , 26, , 3
2022/1/27, 20, 10, , 22, , 2
2022/1/28, 34, 24, , 28, , 5
2022/1/29, 73, 5, , 15, , 3
2022/1/30, 19, 12, , 19, , 3
2022/1/31, 38, 9, , 19, , 4
2022/2/1, 31, 7, , 17, , 4
2022/2/2, 23, 18, , 34, , 4
2022/2/3, 54, 26, , 42, , 6
2022/2/4, 63, 18, , 39, , 8
2022/2/5, 57, 12, , 28, , 4
2022/2/6, 44, 13, , 26, , 4
2022/2/7, 32, 6, , 19, , 4
2022/2/8, 20, 8, , 20, , 4
2022/2/9, 19, 4, , 16, , 2
2022/2/10, 12, 6, , 16, , 2
2022/2/11, 15, 6, , 14, , 2
2022/2/12, 14, 6, , 9, , 3
2022/2/13, 13, 9, , 11, , 3
2022/2/14, 27, 14, , 14, , 4
2022/2/15, 46, 12, , 14, , 4
2022/2/16, 30, 11, , 16, , 
2022/2/17, 37, 7, , 16, , 
2022/2/18, 19, 3, , 10, , 
2022/2/19, 9, 5, , 8, , 
2022/2/20, 11, 7, , 10, , 
2022/2/21, 14, , , , , 
2022/2/23, 13, 28, , 21, , 
2022/2/24, 26, 21, , 27, , 
2022/2/25, 32, 15, , 24, , 
2022/2/26, 29, 22, , 22, , 
2022/2/27, 16, 36, , 34, , 
2022/2/28, 27, , , , , 
2021/10/1, 41, 29, , 20, , 3
2021/10/2, 48, 28, , 16, , 4
2021/10/3, 54, 34, , 20, , 5
2021/10/4, 55, 21, , 15, , 2
2021/10/5, 32, 19, , 17, , 2
2021/10/6, 30, 44, , 27, , 7
2021/10/7, 58, 54, , 27, , 7
2021/10/8, 68, 52, , 25, , 7
2021/10/9, 78, 45, , 24, , 6
2021/10/10, 70, 43, , 27, , 6
2021/10/11, 57, 38, , 29, , 4
2021/10/12, 57, 33, , 22, , 4
2021/10/13, 58, 33, , 18, , 5
2021/10/14, 54, 8, , 9, , 3
2021/10/15, 14, 14, , 6, , 3
2021/10/16, 25, 11, , 7, , 3
2021/10/17, 22, 10, , 11, , 3
2021/10/18, 11, 12, , 14, , 4
2021/10/19, 13, 11, , 12, , 3
2021/10/20, 9, 12, , 6, , 3
2021/10/21, 27, 19, , 5, , 2
2021/10/22, 24, 14, , 6, , 2
2021/10/23, 18, 6, , 9, , 2
2021/10/24, 10, 20, , 15, , 3
2021/10/25, 16, 17, , 9, , 2
2021/10/26, 22, 23, , 9, , 3
2021/10/27, 40, 8, , 12, , 3
2021/10/28, 19, 13, , 13, , 2
2021/10/29, 19, 14, , 5, , 2
2021/10/30, 26, 15, , 7, , 2
2021/10/31, 37, 34, , 15, , 4
2021/11/1, 64, 38, , 21, , 7
2021/11/2, 76, 13, , 10, , 3
2021/11/3, 37, 12, , 11, , 3
2021/11/4, 26, 14, , 12, , 3
2021/11/5, 32, 7, , 4, , 3
2021/11/6, 8, 6, , 5, , 2
2021/11/7, 8, 6, , 6, , 3
2021/11/8, 19, 24, , 12, , 3
2021/11/9, 16, 26, , 12, , 3
2021/11/10, 12, 10, , 9, , 3
2021/11/11, 22, 8, , 10, , 3
2021/11/12, 26, 10, , 14, , 3
2021/11/13, 15, 14, , 14, , 3
2021/11/14, 13, 29, , 18, , 3
2021/11/15, 16, 20, , 9, , 3
2021/11/16, 13, 19, , 13, , 4
2021/11/17, 22, 20, , 11, , 2
2021/11/18, 41, 10, , 14, , 2
2021/11/19, 35, 5, , 16, , 2
2021/11/20, 15, 10, , 14, , 2
2021/11/21, 12, 21, , 18, , 2
2021/11/22, 13, 23, , 21, , 3
2021/11/23, 21, 21, , 14, , 2
2021/11/24, 17, 4, , 14, , 2
2021/11/25, 11, 10, , 10, , 2
2021/11/26, 29, 12, , 16, , 3
2021/11/27, 27, 9, , 14, , 3
2021/11/28, 25, 11, , 18, , 3
2021/11/29, 28, 6, , 9, , 2
2021/11/30, 9, 5, , 11, , 1
2021/12/1, 12, 5, , 16, , 2
2021/12/2, 14, 12, , 17, , 3
2021/12/3, 33, 4, , 40, , 2
2021/12/4, 16, 10, , 51, , 3
2021/12/5, 30, 10, , 32, , 2
2021/12/6, 31, 7, , 15, , 3
2021/12/7, 21, 13, , 19, , 4
2021/12/8, 44, 11, , 23, , 4
2021/12/9, 36, 15, , 23, , 4
2021/12/10, 47, 15, , 19, , 3
2021/12/11, 49, 13, , 14, , 3
2021/12/12, 41, 12, , 16, , 3
2021/12/13, 36, 20, , 20, , 5
2021/12/14, 55, 12, , 18, , 4
2021/12/15, 33, 2, , 11, , 2
2021/12/16, 6, 8, , 22, , 3
2021/12/17, 18, 4, , 20, , 3
2021/12/18, 10, 4, , 12, , 2
2021/12/19, 10, 7, , 13, , 3
2021/12/20, 19, 9, , 21, , 3
2021/12/21, 27, 9, , 23, , 4
2021/12/22, 31, 9, , 22, , 4
2021/12/23, 30, 8, , 13, , 3
2021/12/24, 26, 10, , 12, , 4
2021/12/25, 32, 4, , 8, , 3
2021/12/26, 12, 5, , 12, , 3
2021/12/27, 19, 17, , 26, , 6
2021/12/28, 55, 18, , 23, , 4
