date, pm25, pm10, o3, no2, so2, co
2022/10/25, 37, 27, 9, 13, 1, 3
2022/10/26, 36, 38, 1, 15, 3, 4
2022/10/27, 57, 23, 1, 10, 1, 3
2022/10/28, 36, 10, 6, 9, , 2
2022/10/29, 21, 7, 29, 5, , 1
2022/10/30, 15, 8, 24, 6, , 1
2022/10/31, 17, 13, 24, 6, , 1
2022/11/1, 18, 22, 11, 11, , 2
2022/11/2, 30, 9, 13, 4, , 1
2022/11/3, 15, , , , , 
2022/11/11, 24, 7, 23, 4, , 1
2022/11/12, 13, 10, 32, 2, , 1
2022/11/13, 13, 14, 28, 5, , 1
2022/11/14, 14, 19, 31, 9, , 1
2022/11/15, 21, 17, 10, 12, , 2
2022/11/16, 32, 17, 17, 13, , 2
2022/11/17, 32, 13, 16, 7, , 2
2022/11/18, 28, 14, 6, 8, , 2
2022/11/19, 37, 15, 5, 8, , 2
2022/11/20, 38, 16, 3, 9, , 2
2022/11/21, 39, 12, 1, 7, , 2
2022/11/22, 25, 10, 1, 7, , 2
2022/11/23, 24, 14, 14, 8, , 1
2022/11/24, 38, 11, 14, 6, , 1
2022/11/25, 28, 11, 8, 7, , 2
2022/11/26, 29, 11, 4, 6, , 1
2022/11/27, 31, 15, 13, 8, , 1
2022/11/28, 39, 21, 13, 12, , 2
2022/11/29, 45, 36, , 17, 1, 4
2022/11/30, 63, 52, , 21, 2, 9
2022/12/1, 85, 42, , 18, 1, 6
2022/12/2, 71, 21, 6, 13, , 3
2022/12/3, 47, 17, 2, 12, , 2
2022/12/4, 33, 15, 5, 15, , 2
2022/12/5, 25, 8, 12, 9, , 1
2022/12/6, 16, 18, 3, 14, , 2
2022/12/7, 32, 19, 7, 10, , 2
2022/12/8, 37, 23, 2, 9, , 2
2022/12/9, 52, , , , , 
2022/12/11, 29, 9, 5, 10, , 2
2022/12/12, 26, 9, 6, 9, , 2
2022/12/13, 24, 12, 9, 12, , 2
2022/12/14, 34, 12, 9, 11, , 2
2022/12/15, 30, 14, 8, 10, 1, 2
2022/12/16, 42, 15, 3, 11, , 2
2022/12/17, 41, 10, 9, 7, , 1
2022/12/18, 33, 11, 9, 11, , 1
2022/12/19, 31, 9, 13, 11, , 2
2022/12/20, 24, 14, 5, 13, , 2
2022/12/21, 38, 10, 4, 8, , 3
2022/12/22, 28, 11, 4, 7, , 2
2022/12/23, 32, 11, 4, 7, , 3
2022/12/24, 33, 8, 15, 8, , 1
2022/12/25, 22, 12, 16, 11, , 2
2022/12/26, 27, 12, 11, 10, 1, 2
2022/12/27, 31, 13, 3, 10, 1, 2
2022/12/28, 36, 15, 11, 12, , 2
2022/12/29, 33, 17, , 10, 1, 3
2022/12/30, 44, 9, 14, 6, , 2
2022/12/31, 27, 7, 12, 4, , 1
2023/1/1, 21, 5, 18, 3, , 1
2022/7/1, 26, 22, 55, 12, , 1
2022/7/2, 31, 21, 51, 11, , 1
2022/7/3, 39, 22, 51, 11, , 1
2022/7/4, 43, 34, 43, 26, , 2
2022/7/5, 57, 27, 48, 19, 1, 2
2022/7/6, 54, 32, 56, 20, , 2
2022/7/7, 52, 10, 47, 9, , 1
2022/7/8, 22, 29, 45, 21, , 3
2022/7/9, 47, 24, 53, 15, , 2
2022/7/10, 45, 26, 30, 12, , 1
2022/7/11, 42, 21, 17, 9, , 1
2022/7/12, 34, 25, 9, 19, , 2
2022/7/13, 37, 29, 19, 21, , 2
2022/7/14, 43, 13, 12, 9, , 1
2022/7/15, 24, 15, 14, 9, , 1
2022/7/16, 26, 16, 16, 11, , 1
2022/7/17, 29, 14, 14, 13, , 1
2022/7/18, 27, 11, 11, 7, , 1
2022/7/19, 19, 16, 13, 9, , 1
2022/7/20, 25, 13, 15, 8, , 1
2022/7/21, 24, 15, 17, 9, , 1
2022/7/22, 30, 22, 26, 13, , 2
2022/7/23, 43, 26, 18, 16, , 4
2022/7/24, 42, 24, 56, 13, , 2
2022/7/25, 41, 22, 55, 15, , 2
2022/7/26, 47, 37, 60, 22, 1, 3
2022/7/27, 63, 28, 43, 16, , 2
2022/7/28, 48, 10, 36, 6, , 1
2022/7/29, 17, 10, 43, 8, , 1
2022/7/30, 19, 23, 50, 16, , 3
2022/7/31, 39, 25, 59, 17, 2, 2
2022/8/1, 37, 30, 45, 19, 2, 2
2022/8/2, 42, 37, 58, 22, 1, 4
2022/8/3, 51, 32, 65, 21, 1, 2
2022/8/4, 49, 44, 59, 24, 1, 3
2022/8/5, 50, 40, 77, 21, 1, 2
2022/8/6, 53, 32, 54, 15, , 2
2022/8/7, 45, 22, 22, 13, , 2
2022/8/8, 28, 13, 33, 8, , 1
2022/8/9, 19, 15, 33, 8, , 1
2022/8/10, 23, 20, 44, 14, , 2
2022/8/11, 29, 24, 70, 19, 4, 2
2022/8/12, 41, 33, 72, 22, , 4
2022/8/13, 47, 35, 87, 25, , 4
2022/8/14, 59, 35, 46, 20, , 2
2022/8/15, 52, 33, 43, 17, 2, 1
2022/8/16, 45, 37, 63, 13, 1, 2
2022/8/17, 53, 44, 58, 17, 2, 3
2022/8/18, 59, 36, 44, 10, , 1
2022/8/19, 38, 40, 27, 10, , 2
2022/8/20, 49, 49, 40, 12, 3, 3
2022/8/21, 81, 52, 53, 20, 6, 4
2022/8/22, 86, 49, 48, 20, 4, 3
2022/8/23, 76, 43, 55, 27, 1, 4
2022/8/24, 52, 44, 74, 28, 1, 6
2022/8/25, 61, 55, 63, 31, 1, 6
2022/8/26, 70, 69, 9, 42, 4, 10
2022/8/27, 104, 66, 50, 26, 5, 6
2022/8/28, 116, 51, 47, 14, 3, 3
2022/8/29, 65, 37, 50, 11, , 2
2022/8/30, 49, 17, 29, 6, , 1
2022/8/31, 20, 9, 20, 4, , 1
2022/9/1, 10, 8, 22, 5, , 1
2022/9/2, 14, 11, 27, 7, , 1
2022/9/3, 15, 11, 28, 7, , 1
2022/9/4, 15, 13, 10, 8, , 1
2022/9/5, 17, 9, 18, 6, , 1
2022/9/6, 13, 10, 18, 7, , 1
2022/9/7, 17, 10, 11, 6, , 1
2022/9/8, 18, 13, 21, 9, , 1
2022/9/9, 21, 33, 19, 17, 1, 5
2022/9/10, 44, 37, 28, 18, 1, 5
2022/9/11, 47, 23, 17, 12, 1, 2
2022/9/12, 40, 21, 21, 10, 1, 1
2022/9/13, 29, 16, 18, 9, 1, 2
2022/9/14, 29, 14, 3, 10, 1, 2
2022/9/15, 25, 24, 8, 15, 1, 3
2022/9/16, 38, 18, 27, 9, , 1
2022/9/17, 26, 17, 14, 10, , 2
2022/9/18, 34, 9, 19, 6, , 1
2022/9/19, 17, 13, 15, 7, , 1
2022/9/20, 25, 23, 9, 12, 1, 4
2022/9/21, 40, 16, 10, 9, , 2
2022/9/22, 35, 14, 17, 8, , 1
2022/9/23, 27, 6, 4, 10, , 1
2022/9/24, 13, 7, 2, 12, , 1
2022/9/25, 21, 12, 2, 12, , 2
2022/9/26, 25, 17, 8, 20, 1, 2
2022/9/27, 32, 12, 14, 17, , 1
2022/9/28, 22, 22, 6, 20, , 2
2022/9/29, 39, 30, 9, 22, 1, 3
2022/9/30, 50, 20, 2, 21, , 3
2022/5/29, 22, 20, 41, 17, 1, 2
2022/5/30, 28, 25, 16, 26, 1, 3
2022/5/31, 44, 26, 36, 21, 2, 3
2022/6/1, 45, 25, 42, 16, 1, 3
2022/6/2, 37, 21, 34, 16, 1, 3
2022/6/3, 34, 15, 42, 10, 1, 2
2022/6/4, 21, 20, 37, 16, 1, 3
2022/6/5, 33, 16, 39, 12, , 2
2022/6/6, 26, 15, 41, 13, , 2
2022/6/7, 22, 47, 7, 34, 2, 5
2022/6/8, 56, 33, 62, 21, 2, 3
2022/6/9, 48, 32, 46, 17, 1, 3
2022/6/10, 44, 27, 35, 20, 1, 3
2022/6/11, 42, 24, 49, 17, 1, 3
2022/6/12, 40, 26, 32, 18, 1, 3
2022/6/13, 37, 35, 32, 22, 1, 4
2022/6/14, 39, 26, 24, 8, , 1
2022/6/15, 15, 17, 26, 8, , 1
2022/6/16, 20, 19, 20, 15, 1, 2
2022/6/17, 27, 14, 28, 11, 1, 2
2022/6/18, 19, 23, 31, 10, , 1
2022/6/19, 27, 15, 30, 6, , 1
2022/6/20, 21, 20, 13, 21, 1, 3
2022/6/21, 42, 19, 27, 12, 1, 2
2022/6/22, 34, 17, 42, 9, 1, 1
2022/6/23, 28, 26, 42, 13, 1, 2
2022/6/24, 38, 33, 59, 14, 1, 2
2022/6/25, 48, 29, 78, 16, 1, 4
2022/6/26, 50, 35, 52, 18, , 4
2022/6/27, 58, 26, 46, 13, 1, 2
2022/6/28, 40, 17, 52, 9, , 1
2022/6/29, 27, 24, 44, 15, , 2
2022/6/30, 32, 18, 43, 9, , 1
2022/1/3, 27, 20, 7, 22, 2, 3
2022/1/4, 49, 18, 6, 21, 3, 3
2022/1/5, 43, 12, , 16, 1, 2
2022/1/6, 24, 6, , 8, , 1
2022/1/7, 16, 9, , 11, 1, 2
2022/1/8, 26, 12, , 16, 1, 2
2022/1/9, 29, 13, , 20, 2, 2
2022/1/10, 36, 9, , 10, 1, 1
2022/1/11, 24, 9, , 14, 1, 2
2022/1/12, 46, 11, , 23, 1, 3
2022/1/13, 29, 5, , 11, , 1
2022/1/14, 16, 8, 13, 8, , 1
2022/1/15, 22, 6, 14, 9, , 1
2022/1/16, 19, 10, 14, 13, , 2
2022/1/17, 31, 11, 22, 13, , 1
2022/1/18, 34, 10, 26, 16, 1, 2
2022/1/19, 26, 9, 20, 12, , 1
2022/1/20, 29, 21, 14, 18, 4, 2
2022/1/21, 54, 21, 14, 22, 2, 2
2022/1/22, 51, 22, 17, 18, 2, 3
2022/1/23, 57, 19, 1, 23, 2, 3
2022/1/24, 50, 11, 6, 21, 1, 2
2022/1/25, 33, 11, 17, 17, , 1
2022/1/26, 30, 7, 28, 15, 1, 1
2022/1/27, 20, 16, 18, 21, 1, 2
2022/1/28, 42, 33, 7, 25, 3, 5
2022/1/29, 74, 7, 28, 11, , 1
2022/1/30, 23, 17, 29, 17, 1, 2
2022/1/31, 43, 15, 16, 18, 1, 2
2022/2/1, 37, 9, 21, 13, 1, 1
2022/2/2, 25, 27, 10, 29, 2, 4
2022/2/3, 60, 27, 10, 28, 6, 3
2022/2/4, 60, 18, 10, 25, 2, 3
2022/2/5, 48, 22, 5, 27, 2, 3
2022/2/6, 56, 20, 9, 24, 2, 3
2022/2/7, 42, 10, 28, 16, 1, 1
2022/2/8, 23, 8, 27, 14, 1, 1
2022/2/9, 22, 7, 27, 15, , 1
2022/2/10, 19, 10, 30, 12, , 1
2022/2/11, 21, 9, 32, 10, , 1
2022/2/12, 21, 9, 38, 8, 1, 1
2022/2/13, 20, 15, 35, 15, 1, 2
2022/2/14, 30, 19, 34, 27, , 2
2022/2/15, 42, 18, 31, 26, , 2
2022/2/16, 38, 16, 33, 26, , 2
2022/2/17, 39, 10, 29, 26, , 2
2022/2/18, 31, 7, 29, 25, , 1
2022/2/19, 20, 8, 32, 24, , 1
2022/2/20, 25, 10, 30, 26, , 1
2022/2/21, 54, , , , , 
2022/2/23, 14, 17, 25, 24, , 2
2022/2/24, 19, 24, 32, 27, , 2
2022/2/25, 27, 18, 31, 26, , 2
2022/2/26, 25, 13, 39, 21, , 1
2022/2/27, 21, 19, 26, 22, , 2
2022/2/28, 26, , , , , 
2021/10/1, 59, 34, 3, 29, , 4
2021/10/2, 62, 30, 15, 24, , 2
2021/10/3, 69, 33, 15, 29, , 3
2021/10/30, 16, 22, 16, 13, , 2
2021/10/31, 24, 41, 19, 18, 1, 4
